,,,,,,,PDV,PDV,PDV,PNRSV,PNRSV,PNRSV,PLMVd,PLMVd,PLMVd
Sample Name ,Location,Cultivar,Block,Tree Number,Row,Tree,Y1,Y2,Y3,Y1,Y2,Y3,Y1,Y2,Y3
P4D-8-18,Oconee,Guardian,P4d,261,8,18,-,-,-,-,-,-,-,-,-
P4D-8-19,Oconee,Guardian,P4d,262,8,19,-,-,-,-,-,-,-,-,-
P4D-8-20,Oconee,Guardian,P4d,263,8,20,-,-,-,-,-,-,-,-,-
P4D-8-21,Oconee,Guardian,P4d,264,8,21,-,-,-,-,-,-,-,-,-
P4D-8-22,Oconee,Guardian,P4d,265,8,22,-,-,-,-,-,-,-,-,-
P4D-8-23,Oconee,Guardian,P4d,266,8,23,-,-,-,-,-,-,-,-,-
P4D-8-24,Oconee,Guardian,P4d,267,8,24,-,-,-,-,-,-,-,-,-
P4D-8-25,Oconee,Guardian,P4d,268,8,25,-,-,-,-,-,-,-,-,-
P4D-8-27,Oconee,Guardian,P4d,269,8,27,-,-,-,-,-,-,-,-,-
P4D-8-28,Oconee,Guardian,P4d,270,8,28,-,-,-,-,-,-,-,-,-
P4D-8-29,Oconee,Guardian,P4d,271,8,29,-,-,-,-,-,-,-,-,-
P4D-8-34,Oconee,Guardian,P4d,272,8,34,-,-,-,-,-,-,-,-,-
P4D-8-35,Oconee,Guardian,P4d,273,8,35,-,-,-,-,-,-,-,-,-
P4D-8-36,Oconee,Guardian,P4d,274,8,36,-,-,-,-,-,-,-,-,-
P4D-8-37,Oconee,Guardian,P4d,275,8,37,-,-,-,-,-,-,-,-,-
P4D-8-39,Oconee,Guardian,P4d,276,8,39,-,-,-,-,-,-,-,-,-
P4D-9-2,Oconee,Guardian,P4d,277,9,2,-,-,-,-,-,+,-,-,-
P4D-9-9,Oconee,Guardian,P4d,278,9,9,-,-,-,-,-,-,-,-,-
P4D-9-10,Oconee,Guardian,P4d,279,9,10,-,-,-,-,-,-,-,-,-
P4D-9-11,Oconee,Guardian,P4d,280,9,11,-,-,-,-,-,-,-,-,-
P4D-9-12,Oconee,Guardian,P4d,281,9,12,-,-,-,-,-,-,-,-,-
P4D-9-13,Oconee,Guardian,P4d,282,9,13,-,-,-,-,-,-,-,-,-
P4D-9-14,Oconee,Guardian,P4d,283,9,14,-,-,-,-,-,-,-,-,-
P4D-9-16,Oconee,Guardian,P4d,284,9,16,-,-,-,-,-,-,-,-,-
P4D-9-17,Oconee,Guardian,P4d,285,9,17,-,-,-,-,-,-,-,-,-
P4D-9-18,Oconee,Guardian,P4d,286,9,18,-,-,-,-,-,-,-,-,-
P4D-9-19,Oconee,Guardian,P4d,287,9,19,-,-,-,-,-,-,-,-,-
P4D-9-21,Oconee,Guardian,P4d,288,9,21,-,-,-,-,-,-,-,-,-
P4D-9-22,Oconee,Guardian,P4d,289,9,22,-,-,-,-,-,-,-,-,-
P4D-9-23,Oconee,Guardian,P4d,290,9,23,-,-,-,-,-,-,-,-,-
P4D-9-28,Oconee,Guardian,P4d,291,9,28,-,-,-,-,-,-,-,-,-
P4D-9-30,Oconee,Guardian,P4d,292,9,30,-,-,-,-,-,-,-,-,-
P4D-9-31,Oconee,Guardian,P4d,293,9,31,-,-,-,-,-,-,-,-,-
P4D-9-32,Oconee,Guardian,P4d,294,9,32,-,-,-,-,-,-,-,-,-
P4D-9-33,Oconee,Guardian,P4d,295,9,33,-,-,-,-,-,-,-,-,-
P4D-9-34,Oconee,Guardian,P4d,296,9,34,-,-,-,-,-,-,-,-,-
P4D-9-36,Oconee,Guardian,P4d,297,9,36,-,-,-,-,-,-,-,-,-
P4D-10-2,Oconee,Guardian,P4d,298,10,2,-,-,-,-,-,-,-,-,-
P4D-10-8,Oconee,Guardian,P4d,299,10,8,-,-,-,-,-,-,-,-,-
P4D-10-9,Oconee,Guardian,P4d,300,10,9,-,-,-,-,-,-,-,-,-
P4D-10-10,Oconee,Guardian,P4d,301,10,10,-,-,-,-,-,-,-,-,-
P4D-10-12,Oconee,Guardian,P4d,302,10,12,-,-,-,-,-,-,-,-,-
P4D-10-13,Oconee,Guardian,P4d,303,10,13,-,-,-,-,-,-,-,-,-
P4D-10-14,Oconee,Guardian,P4d,304,10,14,-,-,-,-,-,-,-,-,-
P4D-10-15,Oconee,Guardian,P4d,305,10,15,-,-,-,-,-,-,-,-,-
P4D-10-16,Oconee,Guardian,P4d,306,10,16,-,-,-,-,-,-,-,-,-
P4D-10-17,Oconee,Guardian,P4d,307,10,17,-,-,-,-,-,-,-,-,-
P4D-10-18,Oconee,Guardian,P4d,308,10,18,-,-,-,-,-,-,-,-,-
P4D-10-19,Oconee,Guardian,P4d,309,10,19,-,-,-,-,-,-,-,-,-
P4D-10-20,Oconee,Guardian,P4d,310,10,20,-,-,-,-,-,-,-,-,-
P4D-10-21,Oconee,Guardian,P4d,311,10,21,-,-,-,-,-,-,-,-,-
P4D-10-22,Oconee,Guardian,P4d,312,10,22,-,-,-,-,-,-,-,-,-
P4D-10-23,Oconee,Guardian,P4d,313,10,23,-,-,-,-,-,-,-,-,-
P4D-10-31,Oconee,Guardian,P4d,314,10,31,-,-,-,-,-,-,-,-,-
P4D-10-32,Oconee,Guardian,P4d,315,10,32,-,-,-,-,-,-,-,-,-
P4D-10-33,Oconee,Guardian,P4d,316,10,33,-,-,-,-,-,-,-,-,-
P4D-10-34,Oconee,Guardian,P4d,317,10,34,-,-,-,-,-,-,-,-,-
P4D-10-35,Oconee,Guardian,P4d,318,10,35,-,-,-,-,-,-,-,-,-
P4D-10-36,Oconee,Guardian,P4d,319,10,36,-,-,-,-,-,-,-,-,-
P4D-10-37,Oconee,Guardian,P4d,320,10,37,-,-,-,-,-,-,-,-,-
P4D-10-38,Oconee,Guardian,P4d,321,10,38,-,-,-,-,-,-,-,-,-
P4D-11-3,Oconee,Guardian,P4d,322,11,3,-,-,-,-,-,-,-,-,-
P4D-11-10,Oconee,Guardian,P4d,323,11,10,-,-,-,-,-,-,-,-,-
P4D-11-11,Oconee,Guardian,P4d,324,11,11,-,-,-,-,-,-,-,-,-
P4D-11-12,Oconee,Guardian,P4d,325,11,12,-,-,-,-,-,-,-,-,-
P4D-11-13,Oconee,Guardian,P4d,326,11,13,-,-,-,-,-,-,-,-,-
P4D-11-14,Oconee,Guardian,P4d,327,11,14,-,-,-,-,-,-,-,-,-
P4D-11-15,Oconee,Guardian,P4d,328,11,15,-,-,-,-,-,-,-,-,-
P4D-11-16,Oconee,Guardian,P4d,329,11,16,-,-,-,-,-,-,-,-,-
P4D-11-17,Oconee,Guardian,P4d,330,11,17,-,-,-,-,-,-,-,-,-
P4D-11-18,Oconee,Guardian,P4d,331,11,18,-,-,-,-,-,-,-,-,-
P4D-11-20,Oconee,Guardian,P4d,332,11,20,-,-,-,-,-,-,-,-,-
P4D-11-21,Oconee,Guardian,P4d,333,11,21,-,-,-,-,-,-,-,-,-
P4D-11-22,Oconee,Guardian,P4d,334,11,22,-,-,-,-,-,-,-,-,-
P4D-11-23,Oconee,Guardian,P4d,335,11,23,-,-,-,-,-,-,-,-,-
P4D-11-24,Oconee,Guardian,P4d,336,11,24,-,-,-,-,-,-,-,-,-
P4D-11-32,Oconee,Guardian,P4d,337,11,32,-,-,-,-,-,-,-,-,-
P4D-11-33,Oconee,Guardian,P4d,338,11,33,-,-,-,-,-,-,-,-,-
P4D-11-34,Oconee,Guardian,P4d,339,11,34,-,-,-,-,-,-,-,-,-
P4D-11-35,Oconee,Guardian,P4d,340,11,35,-,-,-,-,-,-,-,-,-
P4D-11-36,Oconee,Guardian,P4d,341,11,36,-,-,-,-,-,-,-,-,-
P4D-11-37,Oconee,Guardian,P4d,342,11,37,-,-,-,-,-,-,-,-,-
P4D-11-38,Oconee,Guardian,P4d,343,11,38,-,-,-,-,-,-,-,-,-
P4D-12-4,Oconee,Guardian,P4d,344,12,4,-,-,-,-,-,-,-,-,-
P4D-12-9,Oconee,Guardian,P4d,345,12,9,-,-,-,-,-,-,-,-,-
P4D-12-10,Oconee,Guardian,P4d,346,12,10,-,-,-,-,-,-,-,-,-
P4D-12-11,Oconee,Guardian,P4d,347,12,11,-,-,-,-,-,-,-,-,-
P4D-12-12,Oconee,Guardian,P4d,348,12,12,-,-,-,-,-,-,-,-,-
P4D-12-13,Oconee,Guardian,P4d,349,12,13,-,-,-,-,-,-,-,-,-
P4D-12-15,Oconee,Guardian,P4d,350,12,15,-,-,-,-,-,-,-,-,-
P4D-12-16,Oconee,Guardian,P4d,351,12,16,-,-,-,-,-,-,-,-,-
P4D-12-18,Oconee,Guardian,P4d,352,12,18,-,-,-,-,-,-,-,-,-
P4D-12-19,Oconee,Guardian,P4d,353,12,19,-,-,-,-,-,-,-,-,-
P4D-12-20,Oconee,Guardian,P4d,354,12,20,-,-,-,-,-,-,-,-,-
P4D-12-21,Oconee,Guardian,P4d,355,12,21,-,-,-,-,-,-,-,-,-
P4D-12-22,Oconee,Guardian,P4d,356,12,22,-,-,-,-,-,-,-,-,-
P4D-12-23,Oconee,Guardian,P4d,357,12,23,-,-,-,-,-,-,-,-,-
P4D-12-24,Oconee,Guardian,P4d,358,12,24,-,-,-,-,-,-,-,-,-
P4D-12-30,Oconee,Guardian,P4d,359,12,30,-,-,-,-,-,-,-,-,-
P4D-12-31,Oconee,Guardian,P4d,360,12,31,-,-,-,-,-,-,-,-,-
P4D-12-32,Oconee,Guardian,P4d,361,12,32,-,-,-,-,-,-,-,-,-
P4D-12-33,Oconee,Guardian,P4d,362,12,33,-,-,-,-,-,-,-,-,-
P4D-12-34,Oconee,Guardian,P4d,363,12,34,-,-,-,-,-,-,-,-,-
P4D-12-35,Oconee,Guardian,P4d,364,12,35,-,-,-,-,-,-,-,-,-
P4D-12-36,Oconee,Guardian,P4d,365,12,36,-,-,-,-,-,-,-,-,-
P4D-12-37,Oconee,Guardian,P4d,366,12,37,-,-,-,-,-,-,-,-,-
P4D-12-38,Oconee,Guardian,P4d,367,12,38,-,-,-,-,-,+,-,-,-
P4D-13-4,Oconee,Guardian,P4d,368,13,4,-,-,-,-,-,-,-,-,-
P4D-13-7,Oconee,Guardian,P4d,369,13,7,-,-,-,-,-,-,-,-,-
P4D-13-9,Oconee,Guardian,P4d,370,13,9,-,-,-,-,-,-,-,-,-
P4D-13-10,Oconee,Guardian,P4d,371,13,10,-,-,-,-,-,-,-,-,-
P4D-13-11,Oconee,Guardian,P4d,372,13,11,-,-,-,-,-,-,-,-,-
P4D-13-12,Oconee,Guardian,P4d,373,13,12,-,-,-,-,-,-,-,-,-
P4D-13-13,Oconee,Guardian,P4d,374,13,13,-,-,-,-,-,-,-,-,-
P4D-13-14,Oconee,Guardian,P4d,375,13,14,-,-,-,-,-,-,-,-,-
P4D-13-15,Oconee,Guardian,P4d,376,13,15,-,-,-,-,-,-,-,-,-
P4D-13-16,Oconee,Guardian,P4d,377,13,16,-,-,-,-,-,-,-,-,-
P4D-13-17,Oconee,Guardian,P4d,378,13,17,-,-,-,-,-,-,-,-,-
P4D-13-18,Oconee,Guardian,P4d,379,13,18,-,-,-,-,-,-,-,-,-
P4D-13-20,Oconee,Guardian,P4d,380,13,20,-,-,-,-,-,-,-,-,-
P4D-13-25,Oconee,Guardian,P4d,381,13,25,-,-,-,-,-,-,-,-,-
P4D-13-26,Oconee,Guardian,P4d,382,13,26,-,-,-,-,-,-,-,-,-
P4D-13-27,Oconee,Guardian,P4d,383,13,27,-,-,-,-,-,-,-,-,-
P4D-13-31,Oconee,Guardian,P4d,384,13,31,-,-,-,-,-,-,-,-,-
P4D-13-32,Oconee,Guardian,P4d,385,13,32,-,-,-,-,-,-,-,-,-
P4D-13-33,Oconee,Guardian,P4d,386,13,33,-,-,-,-,-,-,-,-,-
P4D-13-36,Oconee,Guardian,P4d,387,13,36,-,-,-,-,-,-,-,-,-
P4D-13-37,Oconee,Guardian,P4d,388,13,37,-,-,-,-,-,-,-,-,-
P4D-13-38,Oconee,Guardian,P4d,389,13,38,-,-,-,-,-,-,-,-,-
P4D-14-5,Oconee,Guardian,P4d,390,14,5,-,-,-,-,-,-,-,-,-
P4D-14-7,Oconee,Guardian,P4d,391,14,7,-,-,-,-,-,-,-,-,-
P4D-14-10,Oconee,Guardian,P4d,392,14,10,-,-,-,-,-,-,-,-,-
P4D-14-11,Oconee,Guardian,P4d,393,14,11,-,-,-,-,-,-,-,-,-
P4D-14-12,Oconee,Guardian,P4d,394,14,12,-,-,-,-,-,-,-,-,-
P4D-14-13,Oconee,Guardian,P4d,395,14,13,-,-,-,-,-,-,-,-,-
P4D-14-14,Oconee,Guardian,P4d,396,14,14,-,-,-,-,-,-,-,-,-
P4D-14-15,Oconee,Guardian,P4d,397,14,15,-,-,-,-,-,+,-,-,-
P4D-14-16,Oconee,Guardian,P4d,398,14,16,-,-,-,-,-,-,-,-,-
P4D-14-17,Oconee,Guardian,P4d,399,14,17,-,-,-,-,-,-,-,-,-
P4D-14-18,Oconee,Guardian,P4d,400,14,18,-,-,-,-,-,-,-,-,-
P4D-14-19,Oconee,Guardian,P4d,401,14,19,-,-,-,-,-,-,-,-,-
P4D-14-21,Oconee,Guardian,P4d,402,14,21,-,-,-,-,-,-,-,-,-
P4D-14-22,Oconee,Guardian,P4d,403,14,22,-,-,-,-,-,-,-,-,-
P4D-14-23,Oconee,Guardian,P4d,404,14,23,-,-,-,-,-,-,-,-,-
P4D-14-26,Oconee,Guardian,P4d,405,14,26,-,-,-,-,-,-,-,-,-
P4D-14-27,Oconee,Guardian,P4d,406,14,27,-,-,-,-,-,-,-,-,-
P4D-14-28,Oconee,Guardian,P4d,407,14,28,-,-,-,-,-,-,-,-,-
P4D-14-30,Oconee,Guardian,P4d,408,14,30,-,-,-,-,-,-,-,-,-
P4D-14-31,Oconee,Guardian,P4d,409,14,31,-,-,-,-,-,-,-,-,-
P4D-14-32,Oconee,Guardian,P4d,410,14,32,-,-,-,-,-,-,-,-,-
P4D-14-33,Oconee,Guardian,P4d,411,14,33,-,-,-,-,-,+,-,-,-
P4D-14-34,Oconee,Guardian,P4d,412,14,34,-,-,-,-,-,-,-,-,-
P4D-14-35,Oconee,Guardian,P4d,413,14,35,-,-,-,-,-,-,-,-,-
P4D-14-36,Oconee,Guardian,P4d,414,14,36,-,-,-,-,-,-,-,-,-
P4D-14-37,Oconee,Guardian,P4d,415,14,37,-,-,-,-,-,-,-,-,-
P4D-14-38,Oconee,Guardian,P4d,416,14,38,-,-,-,-,-,-,-,-,-
P4D-15-1,Oconee,Guardian,P4d,417,15,1,-,-,-,-,-,-,-,-,-
P4D-15-2,Oconee,Guardian,P4d,418,15,2,-,-,-,-,-,-,-,-,-
P4D-15-4,Oconee,Guardian,P4d,419,15,4,-,-,-,-,-,-,-,-,-
P4D-15-5,Oconee,Guardian,P4d,420,15,5,-,-,-,-,-,-,-,-,-
P4D-15-6,Oconee,Guardian,P4d,421,15,6,-,-,-,-,-,-,-,-,-
P4D-15-7,Oconee,Guardian,P4d,422,15,7,-,-,-,-,-,-,-,-,-
P4D-15-8,Oconee,Guardian,P4d,423,15,8,-,-,-,-,-,-,-,-,-
P4D-15-12,Oconee,Guardian,P4d,424,15,12,-,-,-,-,-,-,-,-,-
P4D-15-14,Oconee,Guardian,P4d,425,15,14,-,-,-,-,-,-,-,-,-
P4D-15-16,Oconee,Guardian,P4d,426,15,16,-,-,-,-,-,-,-,-,-
P4D-15-17,Oconee,Guardian,P4d,427,15,17,-,-,-,-,-,-,-,-,-
P4D-15-19,Oconee,Guardian,P4d,428,15,19,-,-,-,-,-,-,-,-,-
P4D-15-20,Oconee,Guardian,P4d,429,15,20,-,-,-,-,-,-,-,-,-
P4D-15-21,Oconee,Guardian,P4d,430,15,21,-,-,-,-,-,-,-,-,-
P4D-15-27,Oconee,Guardian,P4d,431,15,27,-,-,-,-,-,-,-,-,-
P4D-15-28,Oconee,Guardian,P4d,432,15,28,-,-,-,-,-,-,-,-,-
P4D-15-29,Oconee,Guardian,P4d,433,15,29,-,-,-,-,-,-,-,-,-
P4D-15-30,Oconee,Guardian,P4d,434,15,30,-,-,-,-,-,-,-,-,-
P4D-15-31,Oconee,Guardian,P4d,435,15,31,-,-,-,-,-,-,-,-,-
P4D-15-32,Oconee,Guardian,P4d,436,15,32,-,-,-,-,-,-,-,-,-
P4D-15-33,Oconee,Guardian,P4d,437,15,33,-,-,-,-,-,-,-,-,-
P4D-15-34,Oconee,Guardian,P4d,438,15,34,-,-,-,-,-,-,-,-,-
P4D-15-35,Oconee,Guardian,P4d,439,15,35,-,-,-,-,-,-,-,-,-
P4D-15-36,Oconee,Guardian,P4d,440,15,36,-,-,-,-,-,-,-,-,-
P4D-15-37,Oconee,Guardian,P4d,441,15,37,-,-,-,-,-,-,-,-,-
P4D-16-3,Oconee,Guardian,P4d,442,16,3,-,-,-,-,-,-,-,-,-
P4D-16-4,Oconee,Guardian,P4d,443,16,4,-,-,-,-,-,-,-,-,-
P4D-16-5,Oconee,Guardian,P4d,444,16,5,-,-,-,-,-,-,-,-,-
P4D-16-6,Oconee,Guardian,P4d,445,16,6,-,-,-,-,-,-,-,-,-
P4D-16-7,Oconee,Guardian,P4d,446,16,7,-,-,-,-,-,-,-,-,-
P4D-16-9,Oconee,Guardian,P4d,447,16,9,-,-,-,-,-,-,-,-,-
P4D-16-10,Oconee,Guardian,P4d,448,16,10,-,-,-,-,-,-,-,-,-
P4D-16-11,Oconee,Guardian,P4d,449,16,11,-,-,-,-,-,-,-,-,-
P4D-16-17,Oconee,Guardian,P4d,450,16,17,-,-,-,-,-,-,-,-,-
P4D-16-18,Oconee,Guardian,P4d,451,16,18,-,-,-,-,-,-,-,-,-
P4D-16-19,Oconee,Guardian,P4d,452,16,19,-,-,-,-,-,-,-,-,-
P4D-16-20,Oconee,Guardian,P4d,453,16,20,-,-,-,-,-,-,-,-,-
P4D-16-21,Oconee,Guardian,P4d,454,16,21,-,-,-,-,-,-,-,-,-
P4D-16-22,Oconee,Guardian,P4d,455,16,22,-,-,-,-,-,-,-,-,-
P4D-16-23,Oconee,Guardian,P4d,456,16,23,-,-,-,-,-,-,-,-,-
P4D-16-24,Oconee,Guardian,P4d,457,16,24,-,-,-,-,-,-,-,-,-
P4D-16-25,Oconee,Guardian,P4d,458,16,25,-,-,-,-,-,-,-,-,-
P4D-16-26,Oconee,Guardian,P4d,459,16,26,-,-,-,-,-,-,-,-,-
P4D-16-28,Oconee,Guardian,P4d,460,16,28,-,-,-,-,-,-,-,-,-
P4D-16-29,Oconee,Guardian,P4d,461,16,29,-,-,-,-,-,-,-,-,-
P4D-16-30,Oconee,Guardian,P4d,462,16,30,-,-,-,-,-,-,-,-,-
P4D-16-31,Oconee,Guardian,P4d,463,16,31,-,-,-,-,-,-,-,-,-
P4D-16-32,Oconee,Guardian,P4d,464,16,32,-,-,-,-,-,-,-,-,-
P4D-16-34,Oconee,Guardian,P4d,465,16,34,-,-,-,-,-,-,-,-,-
P4D-16-35,Oconee,Guardian,P4d,466,16,35,-,-,-,-,-,-,-,-,-
P4D-16-36,Oconee,Guardian,P4d,467,16,36,-,-,-,-,-,-,-,-,-
P4D-16-37,Oconee,Guardian,P4d,468,16,37,-,-,-,-,-,-,-,-,-
P4D-17-4,Oconee,Guardian,P4d,469,17,4,-,-,-,-,-,-,-,-,-
P4D-17-5,Oconee,Guardian,P4d,470,17,5,-,-,-,-,-,-,-,-,-
P4D-17-10,Oconee,Guardian,P4d,471,17,10,-,-,-,-,-,-,-,-,-
P4D-17-11,Oconee,Guardian,P4d,472,17,11,-,-,-,-,-,-,-,-,-
P4D-17-12,Oconee,Guardian,P4d,473,17,12,-,-,-,-,-,-,-,-,-
P4D-17-13,Oconee,Guardian,P4d,474,17,13,-,-,-,-,-,-,-,-,-
P4D-17-14,Oconee,Guardian,P4d,475,17,14,-,-,-,-,-,-,-,-,-
P4D-17-15,Oconee,Guardian,P4d,476,17,15,-,-,-,-,-,-,-,-,-
P4D-17-23,Oconee,Guardian,P4d,477,17,23,-,-,-,-,-,-,-,-,-
P4D-17-24,Oconee,Guardian,P4d,478,17,24,-,-,-,-,-,-,-,-,-
P4D-17-25,Oconee,Guardian,P4d,479,17,25,-,-,-,-,-,-,-,-,-
P4D-17-26,Oconee,Guardian,P4d,480,17,26,-,-,-,-,-,-,-,-,-
P4D-17-27,Oconee,Guardian,P4d,481,17,27,-,-,-,-,-,-,-,-,-
P4D-17-31,Oconee,Guardian,P4d,482,17,31,-,-,-,-,-,-,-,-,+
P4D-17-32,Oconee,Guardian,P4d,483,17,32,-,-,-,-,-,-,-,-,-
P4D-17-33,Oconee,Guardian,P4d,484,17,33,-,-,-,-,-,-,-,-,-
P4D-17-36,Oconee,Guardian,P4d,485,17,36,-,-,-,-,-,-,-,-,-
P4D-17-37,Oconee,Guardian,P4d,486,17,37,-,-,-,-,-,-,-,-,-
P4D-17-38,Oconee,Guardian,P4d,487,17,38,-,-,-,-,-,-,-,-,-
P4G-17-3,Oconee,Guardian,P4g,1,17,3,-,-,-,-,-,-,-,-,-
P4G-17-4,Oconee,Guardian,P4g,2,17,4,-,-,-,-,-,-,-,-,-
P4G-17-5,Oconee,Guardian,P4g,3,17,5,-,-,-,-,-,-,-,-,-
P4G-17-6,Oconee,Guardian,P4g,4,17,6,-,-,-,-,-,-,-,-,-
P4G-17-7,Oconee,Guardian,P4g,5,17,7,-,-,-,-,-,-,-,-,-
P4G-17-8,Oconee,Guardian,P4g,6,17,8,-,-,-,-,-,-,-,-,-
P4G-17-12,Oconee,Guardian,P4g,7,17,12,-,-,-,-,-,-,+,+,+
P4G-17-14,Oconee,Guardian,P4g,8,17,14,-,-,-,-,-,-,+,+,+
P4G-17-15,Oconee,Guardian,P4g,9,17,15,-,-,-,-,-,-,+,+,+
P4G-17-17,Oconee,Guardian,P4g,10,17,17,-,-,-,-,-,-,+,+,+
P4G-17-18,Oconee,Guardian,P4g,11,17,18,-,-,-,-,-,-,-,-,-
P4G-17-19,Oconee,Guardian,P4g,12,17,19,-,-,-,-,-,-,+,+,+
P4G-17-20,Oconee,Guardian,P4g,13,17,20,-,-,-,-,-,-,+,+,+
P4G-17-21,Oconee,Guardian,P4g,14,17,21,-,-,-,-,-,-,+,+,+
P4G-17-22,Oconee,Guardian,P4g,15,17,22,-,-,-,-,-,-,+,+,+
P4G-17-23,Oconee,Guardian,P4g,16,17,23,-,-,-,-,-,-,+,+,+
P4G-17-24,Oconee,Guardian,P4g,17,17,24,-,-,-,-,-,-,+,+,+
P4G-17-25,Oconee,Guardian,P4g,18,17,25,-,-,-,-,-,-,+,+,+
P4G-17-26,Oconee,Guardian,P4g,19,17,26,-,-,-,-,-,-,+,+,+
P4G-17-27,Oconee,Guardian,P4g,20,17,27,-,-,-,-,-,-,+,+,+
P4G-17-28,Oconee,Guardian,P4g,21,17,28,-,-,-,-,-,-,+,+,+
P4G-17-29,Oconee,Guardian,P4g,22,17,29,-,-,-,-,-,-,+,+,+
P4G-17-30,Oconee,Guardian,P4g,23,17,30,-,-,-,-,-,-,+,+,+
P4G-17-31,Oconee,Guardian,P4g,24,17,31,-,-,-,-,-,-,+,+,+
P4G-17-32,Oconee,Guardian,P4g,25,17,32,-,-,-,-,-,-,+,+,+
P4G-17-33,Oconee,Guardian,P4g,26,17,33,-,-,-,-,-,-,+,+,+
P4G-17-34,Oconee,Guardian,P4g,27,17,34,-,-,-,-,-,-,-,-,-
P4G-17-35,Oconee,Guardian,P4g,28,17,35,-,-,-,-,-,-,-,-,-
P4G-17-36,Oconee,Guardian,P4g,29,17,36,-,-,-,-,-,-,-,-,-
P4G-17-37,Oconee,Guardian,P4g,30,17,37,-,-,-,-,-,-,-,-,-
P4G-17-38,Oconee,Guardian,P4g,31,17,38,-,-,-,-,-,-,-,-,-
P4G-17-39,Oconee,Guardian,P4g,32,17,39,-,-,-,-,-,-,-,-,-
P4G-17-40,Oconee,Guardian,P4g,33,17,40,-,-,-,-,-,-,-,-,-
P4G-17-41,Oconee,Guardian,P4g,34,17,41,-,-,-,-,-,-,-,-,-
P4G-17-42,Oconee,Guardian,P4g,35,17,42,-,-,-,-,-,-,-,-,-
P4G-17-43,Oconee,Guardian,P4g,36,17,43,-,-,-,-,-,-,-,-,-
P4G-17-44,Oconee,Guardian,P4g,37,17,44,-,-,-,-,-,-,+,-,-
P4G-17-48,Oconee,Guardian,P4g,38,17,48,-,-,-,-,-,-,+,-,+
P4G-17-49,Oconee,Guardian,P4g,39,17,49,-,-,-,-,-,-,+,+,+
P4G-17-50,Oconee,Guardian,P4g,40,17,50,-,-,-,-,-,-,+,+,-
P4G-17-51,Oconee,Guardian,P4g,41,17,51,-,-,-,-,-,-,-,-,-
P4G-17-58,Oconee,Guardian,P4g,42,17,58,-,-,-,-,-,-,-,+,+
P4G-17-59,Oconee,Guardian,P4g,43,17,59,-,-,-,-,-,-,-,-,-
P4G-17-60,Oconee,Guardian,P4g,44,17,60,-,-,-,-,-,-,-,-,-
P4G-17-61,Oconee,Guardian,P4g,45,17,61,-,-,-,-,-,-,+,-,-
P4G-17-62,Oconee,Guardian,P4g,46,17,62,-,-,-,-,-,-,-,-,-
P4G-17-63,Oconee,Guardian,P4g,47,17,63,-,-,-,-,-,-,-,-,-
P4G-17-64,Oconee,Guardian,P4g,48,17,64,-,-,-,-,-,-,+,-,-
P4G-17-65,Oconee,Guardian,P4g,49,17,65,-,-,-,-,-,-,+,-,-
P4G-17-66,Oconee,Guardian,P4g,50,17,66,-,-,-,-,-,+,-,-,+
P4G-18-1,Oconee,Guardian,P4g,51,18,1,-,-,-,-,-,-,-,-,-
P4G-18-5,Oconee,Guardian,P4g,52,18,5,-,-,-,-,-,-,-,-,-
P4G-18-6,Oconee,Guardian,P4g,53,18,6,-,-,-,-,-,-,-,-,-
P4G-18-10,Oconee,Guardian,P4g,54,18,10,-,-,-,-,-,-,+,+,+
P4G-18-11,Oconee,Guardian,P4g,55,18,11,-,-,-,-,-,-,-,+,+
P4G-18-12,Oconee,Guardian,P4g,56,18,12,-,-,-,-,-,-,-,-,-
P4G-18-13,Oconee,Guardian,P4g,57,18,13,-,-,-,-,-,-,+,-,-
P4G-18-14,Oconee,Guardian,P4g,58,18,14,-,-,-,-,-,-,-,-,-
P4G-18-15,Oconee,Guardian,P4g,59,18,15,-,-,-,-,-,-,+,+,+
P4G-18-16,Oconee,Guardian,P4g,60,18,16,-,-,-,-,-,-,+,+,+
P4G-18-18,Oconee,Guardian,P4g,61,18,18,-,-,-,-,-,-,+,-,-
P4G-18-19,Oconee,Guardian,P4g,62,18,19,-,-,-,-,-,-,-,-,-
P4G-18-21,Oconee,Guardian,P4g,63,18,21,-,-,-,-,-,-,-,-,-
P4G-18-22,Oconee,Guardian,P4g,64,18,22,-,-,-,-,-,-,-,-,-
P4G-18-23,Oconee,Guardian,P4g,65,18,23,-,-,-,-,-,-,-,-,-
P4G-18-24,Oconee,Guardian,P4g,66,18,24,-,-,-,-,-,-,-,-,-
P4G-18-25,Oconee,Guardian,P4g,67,18,25,-,-,-,-,-,-,-,-,-
P4G-18-26,Oconee,Guardian,P4g,68,18,26,-,-,-,-,-,-,-,-,-
P4G-18-27,Oconee,Guardian,P4g,69,18,27,-,-,-,-,-,-,-,-,-
P4G-18-28,Oconee,Guardian,P4g,70,18,28,-,-,-,-,-,-,-,-,-
P4G-18-29,Oconee,Guardian,P4g,71,18,29,-,-,-,-,-,-,-,-,-
P4G-18-30,Oconee,Guardian,P4g,72,18,30,-,-,-,-,-,-,+,-,-
P4G-18-31,Oconee,Guardian,P4g,73,18,31,-,-,-,-,-,-,-,-,-
P4G-18-32,Oconee,Guardian,P4g,74,18,32,-,-,-,-,-,-,-,-,-
